time,drone_id,altitude
2025-12-19 14:43:56.172266+00:00,drone_0,80.88096568120012
2025-12-19 14:43:57.174421+00:00,drone_0,61.86717544943218
2025-12-19 14:43:58.175294+00:00,drone_0,59.153554248374775
2025-12-19 14:43:59.176105+00:00,drone_0,104.03461312688358
2025-12-19 14:44:00.177219+00:00,drone_0,113.2851394710948
2025-12-19 14:44:01.178051+00:00,drone_0,76.59924419138403
2025-12-19 14:44:02.179146+00:00,drone_0,113.65782385541853
2025-12-19 14:44:03.179963+00:00,drone_0,107.32165999695172
2025-12-19 14:44:04.180724+00:00,drone_0,88.66130388564093
2025-12-19 14:44:05.181579+00:00,drone_0,58.01520849034022
2025-12-19 14:44:06.182723+00:00,drone_0,79.15235505109241
2025-12-19 14:44:07.183919+00:00,drone_0,65.50107563826442
2025-12-19 14:44:08.185122+00:00,drone_0,84.24404552430477
2025-12-19 14:44:09.186289+00:00,drone_0,72.70770146048947
2025-12-19 14:44:10.187664+00:00,drone_0,82.13021777425399
2025-12-19 14:44:11.188804+00:00,drone_0,97.2300996718897
2025-12-19 14:44:12.189527+00:00,drone_0,94.83296239952409
2025-12-19 14:44:13.190838+00:00,drone_0,115.89171579098766
2025-12-19 14:44:14.192651+00:00,drone_0,51.462696172022405
2025-12-19 14:44:15.193441+00:00,drone_0,84.15426404022098
2025-12-19 14:44:16.194337+00:00,drone_0,89.94915712259547
2025-12-19 14:44:17.195546+00:00,drone_0,82.7208412822237
2025-12-19 14:44:18.196642+00:00,drone_0,115.03333094567004
2025-12-19 14:44:19.197644+00:00,drone_0,65.09810476857842
2025-12-19 14:44:20.199244+00:00,drone_0,72.38056008558087
2025-12-19 14:44:21.200272+00:00,drone_0,81.87001640494638
2025-12-19 14:44:22.201449+00:00,drone_0,54.87153502735323
2025-12-19 14:44:23.202932+00:00,drone_0,53.20716064445052
2025-12-19 14:44:24.204180+00:00,drone_0,84.408183168037
2025-12-19 14:44:25.205634+00:00,drone_0,119.76503849959956
2025-12-19 14:44:26.206737+00:00,drone_0,80.12570717599226
2025-12-19 14:44:27.208075+00:00,drone_0,87.43586030849448
2025-12-19 14:44:28.209611+00:00,drone_0,99.15048618435438
2025-12-19 14:44:29.211864+00:00,drone_0,93.5600506572074
2025-12-19 14:44:30.212942+00:00,drone_0,110.81789908798598
2025-12-19 14:44:31.214033+00:00,drone_0,57.728363105223096
2025-12-19 14:44:32.214971+00:00,drone_0,113.27219355460522
2025-12-19 14:44:33.216047+00:00,drone_0,51.66059718812482
